Hour,Starting minute (inclussive),Ending minute (exclussive),TemperatureC,DewpointC,PressurehPa,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Generated power
0,0,5,0,0,0,0,0,0,0,0,0,0,0
0,5,10,0,0,0,0,0,0,0,0,0,0,0
0,10,15,8,4,1030,134,6,6,76,0,0,0,0
0,15,20,8,4,1030,137,4,8,76,0,0,0,0
0,20,25,8,4,1030,137,1,8,76,0,0,0,0
0,25,30,8,4,1030,137,4,4,76,0,0,0,0
0,30,35,8,4,1030,137,4,6,76,0,0,0,0
0,35,40,8,4,1030,137,3,6,78,0,0,0,0
0,40,45,8,4,1030,137,4,6,78,0,0,0,0
0,45,50,8,4,1030,132,4,6,78,0,0,0,0
0,50,55,8,4,1030,132,4,6,79,0,0,0,0
0,55,60,8,5,1030,132,3,6,79,0,0,0,0
1,0,5,8,4,1030,111,1,8,78,0,0,0,0
1,5,10,8,4,1030,110,3,9,78,0,0,0,0
1,10,15,8,4,1030,107,1,6,78,0,0,0,0
1,15,20,8,4,1030,107,3,9,78,0,0,0,0
1,20,25,7,4,1030,107,1,4,78,0,0,0,0
1,25,30,7,4,1030,108,3,4,79,0,0,0,0
1,30,35,7,4,1030,148,4,4,79,0,0,0,0
1,35,40,7,4,1030,138,4,8,80,0,0,0,0
1,40,45,7,4,1030,134,3,8,80,0,0,0,0
1,45,50,7,4,1030,144,4,8,80,0,0,0,0
1,50,55,7,4,1030,139,4,8,81,0,0,0,0
1,55,60,7,4,1030,138,1,8,81,0,0,0,0
2,0,5,7,4,1030,146,4,6,81,0,0,0,0
2,5,10,7,4,1030,148,8,14,81,0,0,0,0
2,10,15,7,4,1030,157,4,14,81,0,0,0,0
2,15,20,7,4,1030,138,1,14,81,0,0,0,0
2,20,25,7,4,1030,138,3,12,81,0,0,0,0
2,25,30,7,3,1030,114,6,8,81,0,0,0,0
2,30,35,6,3,1030,131,3,8,82,0,0,0,0
2,35,40,6,3,1031,139,4,11,82,0,0,0,0
2,40,45,6,3,1031,130,6,12,82,0,0,0,0
2,45,50,6,3,1031,117,3,8,82,0,0,0,0
2,50,55,6,3,1030,112,4,8,82,0,0,0,0
2,55,60,6,3,1031,121,4,6,83,0,0,0,0
3,0,5,6,3,1031,121,4,8,83,0,0,0,0
3,5,10,6,3,1031,132,4,6,82,0,0,0,0
3,10,15,6,3,1030,117,4,11,82,0,0,0,0
3,15,20,6,3,1030,125,1,6,82,0,0,0,0
3,20,25,6,3,1030,124,4,6,82,0,0,0,0
3,25,30,6,3,1030,126,4,6,82,0,0,0,0
3,30,35,6,3,1030,106,6,8,82,0,0,0,0
3,35,40,6,3,1030,105,3,6,81,0,0,0,0
3,40,45,6,3,1030,117,3,6,81,0,0,0,0
3,45,50,6,3,1030,110,4,11,81,0,0,0,0
3,50,55,6,3,1030,108,3,6,81,0,0,0,0
3,55,60,6,3,1030,113,4,6,81,0,0,0,0
4,0,5,6,3,1030,111,3,6,81,0,0,0,0
4,5,10,6,3,1030,104,3,4,81,0,0,0,0
4,10,15,6,3,1030,103,3,6,82,0,0,0,0
4,15,20,6,3,1030,98,4,6,82,0,0,0,0
4,20,25,6,3,1030,113,6,6,82,0,0,0,0
4,25,30,6,3,1030,120,3,11,82,0,0,0,0
4,30,35,6,3,1030,115,4,12,82,0,0,0,0
4,35,40,6,3,1030,117,3,6,82,0,0,0,0
4,40,45,6,3,1030,113,4,8,82,0,0,0,0
4,45,50,6,3,1030,110,6,6,82,0,0,0,0
4,50,55,6,3,1030,113,4,6,82,0,0,0,0
4,55,60,6,3,1030,113,4,9,82,0,0,0,0
5,0,5,6,3,1030,123,6,6,82,0,0,0,0
5,5,10,6,3,1030,112,3,11,82,0,0,0,0
5,10,15,6,3,1030,111,4,6,82,0,0,0,0
5,15,20,6,3,1030,114,4,6,82,0,0,0,0
5,20,25,6,3,1030,112,3,6,82,0,0,0,0
5,25,30,6,3,1030,111,4,9,82,0,0,0,0
5,30,35,6,3,1030,92,9,11,82,0,0,0,0
5,35,40,5,3,1030,108,4,11,82,0,0,0,0
5,40,45,5,3,1030,105,4,9,83,0,0,0,0
5,45,50,5,3,1030,118,3,11,83,0,0,0,0
5,50,55,5,3,1030,103,4,9,83,0,0,0,0
5,55,60,5,3,1030,108,3,9,83,0,0,0,0
6,0,5,5,3,1030,98,6,9,83,0,0,0,0
6,5,10,5,3,1030,110,4,11,83,0,0,0,0
6,10,15,5,3,1030,107,4,11,83,0,0,0,0
6,15,20,5,2,1030,106,3,11,83,0,0,0,0
6,20,25,5,2,1031,113,4,6,83,0,0,0,0
6,25,30,5,2,1031,115,3,6,83,0,0,0,0
6,30,35,5,2,1031,110,1,6,84,0,0,0,0
6,35,40,5,2,1031,116,6,9,84,0,0,0,0
6,40,45,5,2,1031,102,6,6,84,0,0,0,0
6,45,50,5,2,1031,128,3,6,84,0,0,0,0
6,50,55,5,2,1031,123,6,9,84,0,0,0,0
6,55,60,5,2,1031,116,3,9,84,0,0,0,0
7,0,5,5,3,1031,132,3,11,84,0,0,0,0
7,5,10,5,3,1031,142,6,11,84,0,0,0,0
7,10,15,5,2,1031,117,4,12,83,0,0,0,0
7,15,20,5,2,1031,113,4,9,84,0,0,0,0
7,20,25,5,2,1031,103,4,9,84,0,0,0,0
7,25,30,5,2,1031,103,4,9,84,0,0,0,0
7,30,35,5,2,1031,101,6,8,84,0,0,0,0
7,35,40,5,2,1031,130,6,9,84,0,0,0,0
7,40,45,5,2,1031,124,3,9,84,0,0,0,0
7,45,50,5,2,1031,119,8,12,84,0,0,0,0
7,50,55,5,2,1031,148,6,11,84,0,0,0,0
7,55,60,5,2,1031,109,3,9,85,0,0,0,0
8,0,5,5,2,1031,143,6,11,85,0,0,5,0
8,5,10,5,2,1031,109,3,9,85,0,0,7,0
8,10,15,5,2,1031,127,4,11,84,0,0,9,0
8,15,20,5,2,1031,112,3,8,85,0,0,12,0
8,20,25,5,2,1032,117,3,8,85,0,0,14,0
8,25,30,5,2,1032,108,4,6,85,0,0,18,0
8,30,35,5,2,1032,112,4,11,84,0,0,25,0
8,35,40,5,3,1032,121,6,6,84,0,0,32,0
8,40,45,5,3,1032,86,8,9,84,0,0,40,0
8,45,50,5,3,1032,111,4,12,83,0,0,49,0
8,50,55,5,3,1032,115,6,11,83,0,0,62,0
8,55,60,6,3,1032,102,4,12,83,0,0,74,0
9,0,5,6,3,1032,99,4,11,82,0,0,84,0
9,5,10,6,3,1032,128,4,9,82,0,0,98,0
9,10,15,6,3,1032,108,3,6,81,0,0,113,0
9,15,20,6,3,1032,119,1,9,81,0,0,127,0
9,20,25,7,3,1032,148,3,6,80,0,0,142,0
9,25,30,7,3,1032,132,1,8,79,0,0,156,0
9,30,35,7,3,1032,113,4,6,78,0,0,169,0
9,35,40,7,3,1032,119,1,8,77,0,0,183,0
9,40,45,7,3,1032,114,1,6,77,0,0,197,0
9,45,50,8,3,1033,168,1,6,76,0,0,209,0
9,50,55,8,4,1033,97,4,6,76,0,0,220,0
9,55,60,8,3,1033,103,0,9,75,0,0,230,0
10,0,5,8,3,1032,86,6,9,74,0,0,241,0
10,5,10,8,4,1032,101,3,6,75,0,0,253,0
10,10,15,8,4,1032,124,6,6,74,0,0,262,0
10,15,20,8,4,1033,134,4,8,74,0,0,272,0
10,20,25,8,4,1033,97,6,11,73,0,0,281,0
10,25,30,9,4,1032,113,6,11,72,0,0,292,0
10,30,35,9,4,1033,135,1,9,73,0,0,302,0
10,35,40,9,4,1033,157,3,9,72,0,0,311,0
10,40,45,9,4,1033,134,4,6,71,0,0,316,0
10,45,50,9,5,1033,126,1,9,72,0,0,323,0
10,50,55,9,5,1033,105,1,6,71,0,0,330,0
10,55,60,10,5,1032,85,3,8,71,0,0,338,0
11,0,5,10,5,1032,105,3,6,70,0,0,343,0
11,5,10,10,5,1032,72,4,6,69,0,0,350,0
11,10,15,10,5,1032,89,3,6,69,0,0,357,0
11,15,20,11,5,1032,162,3,6,67,0,0,364,0
11,20,25,11,5,1032,119,1,6,67,0,0,369,0
11,25,30,11,5,1032,153,4,4,66,0,0,376,0
11,30,35,11,5,1032,150,1,8,65,0,0,381,0
11,35,40,11,5,1032,150,1,6,65,0,0,390,0
11,40,45,12,5,1032,148,1,3,65,0,0,399,0
11,45,50,12,6,1032,156,0,3,64,0,0,401,0
11,50,55,12,5,1032,156,1,3,62,0,0,403,0
11,55,60,12,5,1032,156,3,4,62,0,0,406,0
12,0,5,13,6,1032,138,0,4,62,0,0,411,0
12,5,10,13,6,1032,142,1,3,61,0,0,415,0
12,10,15,13,6,1032,142,1,3,61,0,0,420,0
12,15,20,13,6,1032,142,1,4,59,0,0,420,0
12,20,25,14,6,1032,298,1,3,58,0,0,418,0
12,25,30,14,6,1031,298,1,4,57,0,0,420,0
12,30,35,14,5,1031,299,1,4,56,0,0,422,0
12,35,40,14,5,1032,302,1,4,55,0,0,424,0
12,40,45,14,5,1031,325,1,4,55,0,0,422,0
12,45,50,14,5,1031,334,3,6,55,0,0,424,0
12,50,55,14,5,1031,324,1,6,55,0,0,420,0
12,55,60,14,5,1031,341,4,6,53,0,0,420,0
13,0,5,15,4,1031,345,3,6,50,0,0,420,0
13,5,10,15,5,1031,339,4,6,50,0,0,418,0
13,10,15,15,4,1031,348,4,6,49,0,0,417,0
13,15,20,15,5,1031,345,0,6,50,0,0,413,0
13,20,25,15,5,1031,344,4,6,50,0,0,411,0
13,25,30,15,5,1031,345,3,6,51,0,0,408,0
13,30,35,15,5,1031,345,3,8,51,0,0,403,0
13,35,40,15,5,1031,344,1,8,51,0,0,397,0
13,40,45,15,5,1031,344,3,6,52,0,0,392,0
13,45,50,15,6,1031,342,3,6,53,0,0,390,0
13,50,55,15,5,1031,337,3,6,52,0,0,380,0
13,55,60,15,6,1031,336,6,8,53,0,0,371,0
14,0,5,15,6,1031,336,4,8,54,0,0,366,0
14,5,10,15,6,1031,333,3,8,54,0,0,265,0
14,10,15,15,6,1031,333,6,8,54,0,0,287,0
14,15,20,15,6,1031,329,4,6,54,0,0,323,0
14,20,25,15,6,1031,327,4,6,55,0,0,350,0
14,25,30,15,6,1031,332,8,8,56,0,0,315,0
14,30,35,15,7,1031,329,3,9,59,0,0,313,0
14,35,40,15,7,1031,326,4,8,60,0,0,308,0
14,40,45,15,7,1031,331,1,9,60,0,0,308,0
14,45,50,15,7,1031,310,3,8,60,0,0,308,0
14,50,55,15,7,1031,311,8,6,60,0,0,292,0
14,55,60,15,7,1031,319,3,8,60,0,0,297,0
15,0,5,15,7,1031,341,8,12,60,0,0,287,0
15,5,10,14,6,1031,338,4,14,59,0,0,262,0
15,10,15,14,6,1031,326,3,14,58,0,0,237,0
15,15,20,14,6,1031,314,9,9,59,0,0,230,0
15,20,25,14,6,1031,333,6,9,60,0,0,246,0
15,25,30,14,6,1031,320,9,12,61,0,0,202,0
15,30,35,14,6,1031,311,1,12,60,0,0,178,0
15,35,40,14,6,1031,315,6,12,61,0,0,213,0
15,40,45,14,6,1031,331,4,9,61,0,0,186,0
15,45,50,14,6,1031,333,3,8,60,0,0,179,0
15,50,55,14,6,1031,326,12,12,59,0,0,142,0
15,55,60,13,5,1031,348,6,12,59,0,0,114,0
16,0,5,13,6,1031,344,6,12,60,0,0,90,0
16,5,10,13,6,1031,319,4,8,62,0,0,130,0
16,10,15,13,6,1031,321,4,9,63,0,0,114,0
16,15,20,13,6,1031,329,3,8,63,0,0,100,0
16,20,25,13,6,1031,323,6,6,64,0,0,84,0
16,25,30,13,6,1031,340,1,8,65,0,0,72,0
16,30,35,13,7,1031,336,4,8,66,0,0,53,0
16,35,40,13,7,1031,333,3,8,68,0,0,37,0
16,40,45,13,7,1031,333,3,8,69,0,0,28,0
16,45,50,12,7,1031,342,8,4,69,0,0,25,0
16,50,55,12,7,1031,351,6,9,70,0,0,16,0
16,55,60,12,7,1031,350,1,9,72,0,0,16,0
17,0,5,12,7,1031,349,4,6,73,0,0,14,0
17,5,10,12,7,1031,344,3,4,74,0,0,12,0
17,10,15,12,7,1031,344,3,6,75,0,0,9,0
17,15,20,12,7,1031,344,1,4,75,0,0,5,0
17,20,25,12,7,1031,344,3,1,76,0,0,0,0
17,25,30,12,8,1031,344,1,4,77,0,0,0,0
17,30,35,11,7,1031,344,1,6,77,0,0,0,0
17,35,40,11,8,1031,344,4,3,78,0,0,0,0
17,40,45,11,8,1031,344,1,6,79,0,0,0,0
17,45,50,11,8,1031,344,0,4,79,0,0,0,0
17,50,55,11,8,1031,344,1,3,80,0,0,0,0
17,55,60,11,8,1031,344,1,1,80,0,0,0,0
18,0,5,11,8,1031,344,1,3,80,0,0,0,0
18,5,10,11,7,1031,344,0,3,80,0,0,0,0
18,10,15,11,7,1031,344,0,3,80,0,0,0,0
18,15,20,11,7,1031,344,1,1,81,0,0,0,0
18,20,25,11,7,1031,344,3,4,81,0,0,0,0
18,25,30,11,7,1031,344,1,4,80,0,0,0,0
18,30,35,10,7,1031,344,3,4,80,0,0,0,0
18,35,40,10,7,1031,344,0,3,81,0,0,0,0
18,40,45,10,7,1032,344,3,4,81,0,0,0,0
18,45,50,10,7,1032,344,0,3,81,0,0,0,0
18,50,55,10,7,1032,344,1,3,81,0,0,0,0
18,55,60,10,7,1032,344,3,1,82,0,0,0,0
19,0,5,10,7,1032,344,1,3,82,0,0,0,0
19,5,10,10,7,1032,344,1,4,82,0,0,0,0
19,10,15,10,7,1032,344,1,4,83,0,0,0,0
19,15,20,10,7,1032,344,1,3,83,0,0,0,0
19,20,25,10,7,1032,344,1,1,84,0,0,0,0
19,25,30,10,7,1032,344,1,3,84,0,0,0,0
19,30,35,10,7,1032,344,1,3,83,0,0,0,0
19,35,40,9,7,1032,344,1,3,84,0,0,0,0
19,40,45,9,7,1032,344,3,3,84,0,0,0,0
19,45,50,9,7,1032,344,1,3,85,0,0,0,0
19,50,55,9,7,1032,344,1,3,86,0,0,0,0
19,55,60,9,7,1032,344,0,3,86,0,0,0,0
20,0,5,9,7,1032,344,0,1,86,0,0,0,0
20,5,10,9,7,1032,344,0,1,86,0,0,0,0
20,10,15,9,7,1032,344,0,0,86,0,0,0,0
20,15,20,9,7,1032,344,3,0,86,0,0,0,0
20,20,25,9,7,1032,344,1,4,86,0,0,0,0
20,25,30,9,7,1032,344,0,4,85,0,0,0,0
20,30,35,9,7,1032,344,0,3,84,0,0,0,0
20,35,40,9,7,1032,344,1,3,84,0,0,0,0
20,40,45,9,7,1032,344,0,1,85,0,0,0,0
20,45,50,9,6,1032,344,0,3,85,0,0,0,0
20,50,55,9,6,1032,344,1,0,85,0,0,0,0
20,55,60,9,6,1032,344,0,1,86,0,0,0,0
21,0,5,8,6,1032,344,1,3,87,0,0,0,0
21,5,10,8,6,1032,344,1,3,87,0,0,0,0
21,10,15,8,6,1032,344,0,3,87,0,0,0,0
21,15,20,8,6,1032,344,0,1,87,0,0,0,0
21,20,25,8,6,1032,344,0,0,87,0,0,0,0
21,25,30,8,6,1032,344,0,0,87,0,0,0,0
21,30,35,8,6,1032,344,1,0,88,0,0,0,0
21,35,40,8,6,1032,344,0,1,88,0,0,0,0
21,40,45,7,6,1032,344,1,1,88,0,0,0,0
21,45,50,7,6,1032,344,3,3,88,0,0,0,0
21,50,55,7,6,1032,344,1,3,89,0,0,0,0
21,55,60,7,6,1032,344,3,3,89,0,0,0,0
22,0,5,7,6,1032,346,3,3,89,0,0,0,0
22,5,10,7,6,1032,347,3,4,89,0,0,0,0
22,10,15,7,6,1032,350,4,4,90,0,0,0,0
22,15,20,7,6,1032,9,1,4,90,0,0,0,0
22,20,25,7,6,1032,31,3,6,90,0,0,0,0
22,25,30,7,6,1032,31,1,4,90,0,0,0,0
22,30,35,7,6,1032,31,1,3,90,0,0,0,0
22,35,40,7,6,1032,31,1,3,90,0,0,0,0
22,40,45,7,6,1032,31,1,3,90,0,0,0,0
22,45,50,7,6,1032,31,1,3,90,0,0,0,0
22,50,55,7,6,1032,31,0,1,90,0,0,0,0
22,55,60,7,6,1032,31,1,3,90,0,0,0,0
23,0,5,7,6,1032,31,0,3,90,0,0,0,0
23,5,10,7,6,1032,31,3,1,90,0,0,0,0
23,10,15,7,5,1032,31,1,3,89,0,0,0,0
23,15,20,7,5,1032,31,1,3,90,0,0,0,0
23,20,25,7,5,1032,31,0,3,90,0,0,0,0
23,25,30,7,6,1032,31,1,3,91,0,0,0,0
23,30,35,7,6,1032,31,0,3,91,0,0,0,0
23,35,40,7,5,1032,31,0,3,90,0,0,0,0
23,40,45,7,5,1032,31,0,3,91,0,0,0,0
23,45,50,7,5,1032,31,0,1,91,0,0,0,0
23,50,55,6,5,1032,31,0,0,91,0,0,0,0
23,55,60,6,5,1032,31,0,0,91,0,0,0,0
0,0,5,6,5,1032,31,0,0,91,0,0,0,0
0,5,10,0,0,0,0,0,0,0,0,0,0,0
0,10,15,6,5,1032,31,1,3,91,0,0,0,0
0,15,20,6,5,1032,31,1,3,91,0,0,0,0
0,20,25,6,5,1032,31,3,4,91,0,0,0,0
0,25,30,6,5,1032,31,3,4,91,0,0,0,0
0,30,35,6,5,1032,32,1,4,92,0,0,0,0
0,35,40,6,5,1032,32,1,4,91,0,0,0,0
0,40,45,6,5,1032,32,1,3,91,0,0,0,0
0,45,50,6,5,1032,32,0,3,91,0,0,0,0
0,50,55,6,5,1032,32,1,3,92,0,0,0,0
0,55,60,6,5,1032,63,3,1,92,0,0,0,0
1,0,5,6,5,1032,67,1,4,92,0,0,0,0
1,5,10,6,5,1032,83,0,4,92,0,0,0,0
1,10,15,6,5,1032,83,0,4,92,0,0,0,0
1,15,20,6,5,1032,83,0,3,92,0,0,0,0
1,20,25,6,5,1032,83,1,3,92,0,0,0,0
1,25,30,6,5,1032,83,1,3,91,0,0,0,0
1,30,35,6,5,1032,83,1,3,91,0,0,0,0
1,35,40,6,5,1032,83,1,3,91,0,0,0,0
1,40,45,6,5,1032,83,1,3,92,0,0,0,0
1,45,50,6,5,1032,83,1,3,91,0,0,0,0
1,50,55,6,4,1032,83,3,3,91,0,0,0,0
1,55,60,5,4,1032,84,1,3,91,0,0,0,0
2,0,5,6,5,1032,83,1,3,92,0,0,0,0
2,5,10,6,5,1032,86,3,3,92,0,0,0,0
2,10,15,5,5,1032,86,1,4,92,0,0,0,0
2,15,20,5,4,1032,86,3,4,92,0,0,0,0
2,20,25,5,4,1032,104,1,4,92,0,0,0,0
2,25,30,5,4,1032,104,1,4,92,0,0,0,0
2,30,35,5,4,1032,104,1,4,91,0,0,0,0
2,35,40,5,4,1032,104,1,3,92,0,0,0,0
2,40,45,5,4,1032,104,1,3,92,0,0,0,0
2,45,50,5,4,1032,104,3,3,92,0,0,0,0
2,50,55,5,4,1032,104,1,4,92,0,0,0,0
2,55,60,5,4,1032,104,3,4,92,0,0,0,0
3,0,5,5,4,1032,104,1,4,92,0,0,0,0
3,5,10,5,4,1032,115,1,3,92,0,0,0,0
3,10,15,5,4,1032,115,1,4,92,0,0,0,0
3,15,20,5,4,1032,114,3,3,92,0,0,0,0
3,20,25,5,3,1031,111,4,3,92,0,0,0,0
3,25,30,5,3,1031,111,1,4,92,0,0,0,0
3,30,35,5,3,1031,111,1,4,92,0,0,0,0
3,35,40,5,3,1031,112,3,4,92,0,0,0,0
3,40,45,5,3,1031,99,3,4,92,0,0,0,0
3,45,50,5,3,1031,101,1,6,92,0,0,0,0
3,50,55,5,3,1031,119,1,4,92,0,0,0,0
3,55,60,5,3,1031,121,1,6,92,0,0,0,0
4,0,5,5,3,1031,123,4,6,92,0,0,0,0
4,5,10,5,3,1031,128,1,4,92,0,0,0,0
4,10,15,5,3,1031,128,1,6,92,0,0,0,0
4,15,20,4,3,1031,128,3,4,92,0,0,0,0
4,20,25,4,3,1031,128,3,3,92,0,0,0,0
4,25,30,4,3,1031,128,3,3,92,0,0,0,0
4,30,35,4,3,1031,128,1,3,92,0,0,0,0
4,35,40,4,3,1031,119,1,4,92,0,0,0,0
4,40,45,4,3,1031,119,1,4,92,0,0,0,0
4,45,50,4,3,1031,113,4,4,92,0,0,0,0
4,50,55,4,3,1031,101,3,4,92,0,0,0,0
4,55,60,4,3,1031,124,3,6,92,0,0,0,0
5,0,5,4,3,1030,126,1,8,92,0,0,0,0
5,5,10,4,3,1030,121,3,9,92,0,0,0,0
5,10,15,4,3,1030,138,4,4,92,0,0,0,0
5,15,20,4,3,1030,141,1,11,93,0,0,0,0
5,20,25,4,3,1030,141,1,8,92,0,0,0,0
5,25,30,4,3,1030,141,0,3,92,0,0,0,0
5,30,35,4,3,1030,134,6,3,92,0,0,0,0
5,35,40,4,2,1030,109,3,6,92,0,0,0,0
5,40,45,4,2,1030,132,6,9,92,0,0,0,0
5,45,50,4,3,1030,138,3,11,93,0,0,0,0
5,50,55,4,3,1030,144,3,8,93,0,0,0,0
5,55,60,4,3,1030,144,0,4,93,0,0,0,0
6,0,5,4,3,1030,144,1,3,93,0,0,0,0
6,5,10,4,2,1030,144,1,3,92,0,0,0,0
6,10,15,3,2,1031,144,1,4,93,0,0,0,0
6,15,20,3,2,1031,143,1,4,92,0,0,0,0
6,20,25,3,2,1030,144,4,3,93,0,0,0,0
6,25,30,3,2,1030,144,4,6,92,0,0,0,0
6,30,35,3,2,1030,148,3,4,93,0,0,0,0
6,35,40,3,2,1030,128,3,8,93,0,0,0,0
6,40,45,3,2,1030,118,3,8,93,0,0,0,0
6,45,50,3,2,1030,117,4,8,93,0,0,0,0
6,50,55,3,2,1030,126,3,6,93,0,0,0,0
6,55,60,3,2,1030,126,3,8,93,0,0,0,0
7,0,5,3,2,1030,119,3,4,93,0,0,0,0
7,5,10,3,2,1030,113,6,6,93,0,0,0,0
7,10,15,3,2,1030,109,4,6,93,0,0,0,0
7,15,20,3,2,1030,119,4,9,93,0,0,0,0
7,20,25,3,2,1031,119,3,11,93,0,0,0,0
7,25,30,3,2,1031,119,4,4,93,0,0,0,0
7,30,35,3,2,1030,121,3,6,93,0,0,0,0
7,35,40,3,2,1030,119,6,9,93,0,0,0,0
7,40,45,3,2,1030,125,3,11,93,0,0,0,0
7,45,50,3,2,1030,128,6,11,93,0,0,0,0
7,50,55,3,2,1030,119,4,11,93,0,0,0,0
7,55,60,3,2,1030,115,4,12,93,0,0,0,0
8,0,5,3,2,1030,110,3,9,93,0,0,0,0
8,5,10,3,2,1030,115,3,11,93,0,0,7,0
8,10,15,3,2,1030,109,3,6,93,0,0,9,0
8,15,20,3,2,1031,111,4,6,93,0,0,11,0
8,20,25,3,2,1031,112,3,9,93,0,0,14,0
8,25,30,3,2,1031,112,1,6,93,0,0,21,0
8,30,35,3,2,1031,111,3,4,93,0,0,30,0
8,35,40,4,2,1031,138,1,9,93,0,0,37,0
8,40,45,4,3,1031,151,4,11,93,0,0,47,0
8,45,50,4,3,1031,112,4,11,93,0,0,58,0
